#aa,sced,cplx,site,resl,acap,etat,rely,data,prec,pmat,aexp,flex,pcon,tool,time,stor,docu,b,plex,pcap,kloc,ltex,pr,ruse,team,pvol,effort,months,defects,risks
1.8509640420034232,3.0,3.9388372419987108,5.0586131308033195,1.2626200511067092,4.0852949773326195,3.043446819304735,4.214359449084023,2.3406440101416464,1.9715893615474251,2.515007181716947,4.829222924795828,1.8100017731414657,2.0938639096859912,2.0,3.020756483507816,3.9127943394286175,3.182228160719259,8.261063723111473,2.9169046135136556,4.864481873046458,247.89872747553204,2.148581868168385,2.5874089943227307,5.419178260186503,2.8360362185716013,2.673134933549738,17982.049702995442,76.17020119294043,5692.455218282912,0.0
1.274747057000328,3.0,4.417990977463453,3.430311973006538,2.128631488653724,3.6099353740324878,1.5192663398890873,4.454686225238815,2.308731957570876,2.666217665411113,2.8970621077994787,3.8574647496540875,1.8675551532274728,3.603338711504113,2.0,3.781006881103796,3.889309628155983,3.1031853221778394,9.460954474844584,2.231608885250838,3.163520551872997,376.6368411602712,2.9885604628270053,5.0438542077547,2.01320844636239,4.751438352716955,3.4844294460790612,15247.432901351951,70.57294564733554,4331.97687855466,0.0
2.310224316298128,3.0,3.467708909801101,3.500850462395654,2.6774442207170823,4.2362181222434465,5.002021485052583,3.80232730004962,2.7201099413894703,4.3318525432973285,2.125449979577369,3.517470552217645,3.982645143987544,2.1800062946786403,2.0,3.140143242319713,3.515357297166301,2.3998965505282834,3.143282740927769,1.7474280207270438,3.535592882167594,102.9184474196373,1.9192126892085404,4.346505804173577,3.2567464976645404,3.836278598818633,4.807560769387549,7193.034834782477,53.10293947512666,1618.858377462354,0.2680965147453083
1.6854590918326686,3.0,3.960963332580743,5.503904406196371,2.361720728692188,4.904275759140845,2.4180915820623547,4.342712695657969,2.6915305866462447,3.998994482103831,2.881282124077497,2.957028407683428,2.497393246010082,3.3502261665647888,2.0,3.540925517668562,3.669837327012031,3.327645527718811,7.784111775725819,3.9042624930014953,4.477152140453487,351.81301226957936,3.2817127661768044,5.212085070743623,3.290642049312883,1.037654151531572,3.9600324594991325,16458.16081819782,71.81971246715675,3913.390962403095,0.5361930294906166
3.354164309314451,3.0,4.069920921686791,3.406397828876086,3.6779474749165906,4.89748529035972,4.9385947520640485,4.931708774947262,2.411837951548158,3.1539172397493873,2.1603621589986286,2.275913367396321,4.139469879995345,2.686005244219595,2.0,3.6670439551139884,3.1364615736973542,2.5607132967910555,8.219333724239931,2.089401585800913,3.621533517261316,255.3372269135191,1.404295093710871,3.7829140330279034,3.109466093543672,3.6953918113810427,4.808008057804211,11330.935868800243,60.73866388280235,5230.002631439157,0.2680965147453083
1.9910889495166768,3.0,3.920592337874409,2.9749747381949994,2.0842841627441984,4.177219287909655,5.981466961501754,4.454195388284994,2.211582021168117,3.843144966456063,2.995617543075396,1.5498889457383043,4.143568362955776,4.93025915689331,2.0,3.679369112071529,3.1184138586951513,4.629632664381525,5.551878259597794,2.0573313923450325,3.362634786325282,145.7024711170168,3.1029655430500913,2.655310199551529,5.618311417096388,2.8340969425060396,4.047272586355015,9864.668066283482,58.216092004918224,2164.483152657169,1.0723860589812333
1.0159023112466778,3.0,5.715747166442564,2.530671487358022,1.1567333262406532,4.780989301425039,5.476446754850699,4.575543083062344,2.228356006203163,2.9216520515088598,2.260597993875203,4.121848019442474,2.2389439574344667,3.2168754490643785,2.0,3.118430490736062,3.9011547112619818,4.247158537309609,9.494795347849116,2.88018321505269,4.844978262026123,235.3060364379656,2.330885318983328,2.431777688273159,2.886151867691345,2.7484806921771967,2.8333618346676888,17926.266560661,75.96341153873531,6424.414064441447,0.0
5.813201973536344,3.0,4.197561807378531,3.4051688734320527,3.1390808276792432,3.0924294942295747,2.3866800807380857,4.164189910768451,2.8055274269984487,1.9144865756407712,2.176790234824838,2.187388874458384,3.5009082860425718,3.3699190323110915,2.0,3.781816390595647,3.8276674018427403,1.3112450352081657,5.542108430554377,1.304349878233498,3.6476303704272452,170.07661945670142,2.386001158569612,5.165921680666495,5.785920387184456,1.4493307171703944,4.936819716437319,13251.094201909691,67.97400694749328,13258.803306890477,0.5361930294906166
3.2318972992269526,3.0,5.2134169327322635,2.116551597396243,4.000321792435937,3.4036547437123508,3.5620008705878137,4.74309614527356,2.3648315533115856,4.295100380583293,2.925484414107427,3.3959733375650343,1.4792935717046753,3.9860758660678055,2.0,3.8967781373881385,3.437115629445591,1.493897675983619,5.457550623209461,2.0276651699555863,3.8607578090127683,29.796970001165935,3.9426419372783306,3.6569729312697,3.5857013307028196,2.6344203708553695,3.30224417816025,2127.296447543506,37.03843698097101,441.5225735093701,0.0
1.7044734666635233,3.0,3.9169843736154024,4.799551698734457,2.5366117358351774,3.2765108296978402,4.140863888727762,4.555984454568493,2.1320713523227806,1.289160991131721,2.714776255659431,1.8786773262138552,3.042176913559198,2.6658351591651854,2.0,3.5062563593601217,3.0386012575687706,3.1694904824729275,8.652871336355496,2.0282810071145225,3.738897622292593,242.69088736608424,3.790499873457394,3.019449510593172,3.922015935179445,3.1423865876160697,4.945968239116839,15850.720401894589,73.59014065651314,14319.854497686145,0.5361930294906166
3.054852095410453,3.0,5.95253425697357,2.795645701007944,1.4481269047425545,3.2673749732738786,2.976096953914972,4.102603908178999,2.4573849409627786,1.8805466727681797,2.1429803906440177,2.243427004552811,4.197337104929664,1.1694830126535054,2.0,3.3473489044323124,3.8908671049281973,3.680092994791328,9.940656959715012,1.5148324566999662,3.0167186550068443,179.75225524505478,1.4764486283126237,3.2585926401251917,2.314838314632141,1.3251674361023165,2.331808856310124,14704.504053768878,73.04313662304924,37507.091077606055,1.0723860589812333
1.9109471314283024,3.0,5.320905475676086,4.0646321765616165,2.8707090897871637,3.2951291129214217,1.4011473130927634,3.0136902048465424,2.171030831011855,2.9090375483130364,2.064813019565543,2.5328463190365094,3.315210742003467,4.069065409501707,2.0,3.3135077651893132,3.6574629256664224,3.7230006337519885,8.203049964610098,2.6492631230540797,4.365889480344927,204.20842300788607,1.7086226339194162,5.254121978392692,3.9805544958322,3.043099466973823,3.4176575398953823,14474.472971359965,68.95309570965443,8082.618672943158,0.0
3.0186047867145995,3.0,4.72913668554809,2.371220540289582,4.540485501108401,3.726340524682523,1.889235316859981,4.214723342525721,2.539666090155667,1.3471724972912158,2.907207052072189,3.567112282803846,3.8344934237782686,2.191061146853399,2.0,3.7289372090122157,3.922759916729792,3.0973077684472257,3.2900231474164814,1.9989000245564454,3.5368168491681495,380.70987159770687,2.29707012574141,1.1753952218350752,4.091036693394015,4.130383902475037,3.8084167153473447,19144.863787650484,70.636998387514,17278.569876284673,0.0
2.8349312294930957,3.0,3.1188181769663794,2.6448580597010047,3.293120276834833,4.128418309201842,1.458768610770719,4.501173329886296,2.4112247284238038,3.28305970114245,2.05296297861056,4.300614632506168,4.1815578969726594,2.229798618472611,2.0,3.8374354484591158,3.511138280674447,2.3437747339614874,5.062219710986477,1.1288291582049887,3.1130830244711807,44.75719183629836,2.194930819064458,4.2732245210081,5.769930178624358,1.0010970602038443,2.2084389181857054,3512.4305899776637,44.66027214432771,4589.711309504803,0.2680965147453083
2.3078733348254095,3.0,3.9113778907252454,1.2786134076836393,1.4251396553374027,4.862994866944552,5.456718168241692,3.9085699103515346,2.7323148138287934,2.5327843567296067,2.8760515721378765,3.2714803018578302,4.149779063981715,4.234034465591607,2.0,3.745552027701706,3.238426222974706,2.7406130181451727,3.9120936672860456,3.2333969631273343,4.440205321914684,329.3452990095404,1.698995874663074,5.994110960682265,4.9798663828345,1.1371594110300038,3.7812672770619113,28549.994303571137,85.68440241451762,11824.498639390626,0.5361930294906166
2.64521071405235,3.0,5.189694668579595,5.344848474123399,2.164038565266472,4.267952338198622,4.160864264360201,4.205581342686292,2.027524371584268,4.2468209483301695,2.5236317494788896,2.917179238060619,2.3114878657689983,4.468665889331906,2.0,3.4540562493790445,3.448108220873054,3.7495630318987856,9.872705675467948,2.208788565664768,3.2208786190051324,179.88426720186763,3.332963079277409,4.042010020775638,2.9820896523335083,2.008081415681237,3.3856797828071223,10575.414260942694,63.8169113273654,1563.4081354439504,0.0
2.274934436579678,3.0,5.188739736211628,2.7464051208566693,4.471639823279009,3.2904728407595356,4.998666243908015,3.6124968791628014,2.448773195267144,4.139808352405762,2.8242196307307084,4.200300169636938,4.586321656868288,2.9465564970840634,2.0,3.2567266860686606,3.4824388867174565,2.330030739773374,4.969956979516478,1.2237178273292013,3.939263904971382,406.04905580876164,2.7205481314394864,1.9289503485622412,4.088334060193723,3.480225555537078,3.6029815271183505,23831.32780636631,71.55843761117531,15253.388716052405,0.0
5.992235142443296,3.0,3.866028347975563,5.621335276508213,4.488855729701599,4.266743687651062,3.172520708680732,4.315379460671469,2.6261063265867017,1.9717178302589553,2.446932245084226,4.460224876330331,4.86850220778002,4.879284181954532,2.0,3.807651828454886,3.056770817081869,2.511353817666911,5.89556741292426,2.194407587550548,4.126857171464102,172.07274076648284,1.80853723389183,5.80057946113858,2.4860867008026024,1.4105586674766992,3.846592178986149,11936.717279263792,63.06241264058797,455.11377180611026,0.0
2.192697775515475,3.0,5.265424705227951,2.1078096535593907,2.425641044145679,4.5863472796503695,1.6069174762522827,3.1889236373721435,2.9288849220274833,4.289648625642482,2.8151047545826917,2.4513627348745195,1.1358703077113526,3.773906881699683,2.0,3.2719236287706552,3.789349092526487,3.0682063254087746,8.147945878514387,3.7409898268228132,3.8313819425187514,93.04550457620793,2.5490758169442724,5.208861536275237,5.74989200741147,4.169918319158471,3.763785741540222,6619.554211057697,53.18162626785387,3183.164083795694,0.0
5.64006831680127,3.0,5.252894822908966,5.856775961238214,1.0852422364546008,4.362496027669515,4.425666190009774,4.1333307168432905,2.098545093298518,4.217534120414795,2.7658268602131075,3.9493643185085023,1.713119594106391,1.3600780299055453,2.0,3.18171162543353,3.6563084336413447,1.6807773856908073,9.311720580845805,1.927839339746165,4.495055762363522,134.43005359594497,2.2671147748097114,4.283142697049948,2.0168230414249204,4.7712173028631,2.930170765079762,6956.747540854411,54.08446031420795,440.9516095978041,0.0
4.071954415133716,3.0,5.657156848813742,3.2393485695871647,2.2608458201828077,3.274717704148309,3.5748930554546585,4.289741586473298,2.668786161756588,1.2573051859138578,2.4043948634539234,2.8421991536504754,4.7286840586318375,2.4787891468431447,2.0,3.213373765939488,3.59840342373794,4.379310323910905,3.830991846870395,2.3199654896401833,4.790791454823839,235.58356615575042,1.533502025969219,1.878963254078979,2.496110102778473,4.205477271746409,4.600485220525059,19431.697639144717,74.43695955697784,10788.71756505046,0.0
5.320787180754484,3.0,4.411805913297811,5.10273835939678,1.3493309171884857,4.153802540811258,2.665305457488171,4.7232707042209565,2.530778910348058,2.236236360906774,2.5984643784146155,4.013912604554605,2.9643381562287328,3.4143796583980075,2.0,3.677972959138341,3.6181340954319485,1.9431293702952752,3.4435803626240085,3.400620847838863,4.212102953176717,380.5502929659187,1.0003871492961642,5.875960722776989,2.846846989592702,3.8121263129265017,4.64051955335227,19208.132706294986,75.78054708881,4395.863938613126,0.0
3.848398030919346,3.0,4.831816777613884,4.4175488224107875,1.092349762527233,4.3409960973222645,1.5834124693987048,4.003419527777069,2.5762040781449524,4.804310766061821,2.5548764848962437,2.2597902607893814,3.3696186628090268,2.796766942858428,2.0,3.6997786403269832,3.100509926962346,3.995260763842832,7.364417187793147,1.6086259145445854,4.170295753139242,408.01920404921134,2.619562665125658,2.224928328454518,5.79403824977841,2.7267328035815472,2.3860287966875298,24629.813656183203,80.3100514495669,14152.327303541217,0.0
5.806979897186562,3.0,3.373191677124916,4.897237430669076,4.139653184284674,4.137322385245266,5.485018049303694,4.12669116775409,2.523611329781426,3.521693595012279,2.8010710359327273,1.8407602514424504,4.310448831017288,3.201451028750327,2.0,3.6621771599123414,3.8586852641757377,1.033736923402854,6.935098960935111,3.368246004141188,4.493925918395867,390.7789584985523,1.969975831247706,1.9035969617700617,2.087856574176219,1.8750295765665683,2.309293881697034,23427.52392455878,77.67075247313318,7461.096786472417,1.6085790884718498
5.0623999693197135,3.0,4.106837843575722,1.0224520960737036,3.034099227666922,4.795502462080752,5.2837226529097565,4.307850587780508,2.3250697561794915,1.379880140942097,2.791469608847149,2.8833243924045964,2.3530796972716654,3.93763460339957,2.0,3.3726588337972343,3.7176701219118327,4.570511316127192,7.157025564002766,3.16087509226927,4.781439147252414,79.15454630750739,2.5696039612124824,1.0503585858129718,5.636716714059845,1.2282774601509598,4.949495264083085,6686.6259283600975,55.75780652335316,1818.2489241769163,1.0723860589812333
5.980874984871224,3.0,5.6433921538294705,1.6423719201117584,1.0262749784142087,3.38015741649113,4.431331717216358,4.948375222288144,2.703121245976886,2.7651114357180266,2.129400005267775,1.5196464739025748,3.5801372147746418,1.0491853207642494,2.0,3.8926166163985307,3.601778303565853,1.7657076215467047,8.074767037616027,3.8383002060201505,3.7503023410134633,199.54829900017043,1.101585213847347,3.6027266640601088,2.432496178599307,3.7707638076818557,2.965968536263389,13978.954772758885,68.85917240236621,10426.70984737137,0.8042895442359249
4.986254531534568,3.0,4.239612651670424,3.2008409758658836,2.7633593481993106,4.413201272799218,2.4469871071282734,4.433381330828972,2.9140405983953626,1.270972497208866,2.1683188596053387,3.5730645894524162,2.897944481389003,4.889518275734274,2.0,3.155176516578127,3.8349381821514705,3.3880422847366547,5.036082102821002,3.6584633472002586,3.324656459133065,371.6751479611925,1.3499946136233347,3.3344259586835903,4.905385353339009,3.3506108940176924,4.754014441433471,30797.13150954967,89.20546394140716,11978.972279054935,0.2680965147453083
2.344328894984785,3.0,4.0805939124435335,2.755442950700834,1.2703903392642633,4.008860864733089,1.6897723217075984,4.342903294243469,2.440132906755653,4.741236502399586,2.9725875584814005,4.427213504595523,4.766225174062585,1.6242185293701459,2.0,3.2837547430617704,3.3508433690138353,3.776533044013136,9.576454369891756,3.7019787415619305,4.9225689415222345,360.921646461268,3.107437907067657,5.340589967876529,3.0348830975741685,1.5601835120663101,3.7951181703176458,19390.17166966912,75.33206088676538,6207.2714662898425,0.2680965147453083
3.2100145160559053,3.0,3.302450563283478,4.308436775633542,2.946889543219981,3.879570975574266,4.2805496116026305,4.082929937157353,2.195691195662387,4.900224104088187,2.960548288317189,3.4604471416016835,3.576765804206922,2.836192103554132,2.0,3.035726288583455,3.231711193641696,2.9941221477530067,8.599484667021738,3.09636316670062,4.6500000744796095,120.27072119404303,3.040657715482269,3.9753837273963484,5.436613094346258,3.7715325086153793,2.231403275555195,5849.212040333609,48.78720193890944,991.8842405324475,0.0
1.6589167761103591,3.0,5.00328523029043,1.3595061321542947,2.1528915368814,4.963917816096523,3.8532237800988662,4.460512898678195,2.4462116821811564,1.44519254783444,2.508092616491838,1.016676294016868,4.8646871580632975,3.4992743672445332,2.0,3.6808498548862056,3.355781038764597,1.4772523814704384,9.460030105876239,3.295875930605256,3.7264853879976996,315.72420141862574,3.9854944262561567,2.297235530091733,3.77682857796977,1.8189166133457317,3.756549931251004,21508.783531087825,79.31372336852937,25255.302169868944,2.1447721179624666
4.540474831426306,3.0,3.2582637923704865,2.43024724788825,2.0222701583175016,4.430898761386969,3.3194407529635837,4.282091749153816,2.4285065208453283,3.833230474942366,2.1906974515724187,2.019250476518811,1.2178679647951505,4.474068139204704,2.0,3.98251787557855,3.2417865241031327,4.006375692345305,4.618715599553709,3.6383255596971233,4.2075595924315845,183.0042015650031,2.5706397518613735,4.539860451160466,4.311328583968585,2.4961972614571937,2.992337562759512,10582.928402560707,63.614367821594485,2413.3009190309494,0.0
4.473073180432232,3.0,5.503789205601221,2.3851614713785882,1.01737662522943,4.350839149399981,1.9313353238557602,4.858278651919245,2.3023738168102255,1.867580189848392,2.9669234850565522,2.4786892639872837,4.2770975005323395,4.120140556762319,2.0,3.1947806811897257,3.174472211249519,1.713972892359965,6.104507021100519,3.7602059205450904,4.419541685752612,158.61168035450848,3.9242470975901687,2.4953443286416643,5.881224457751843,2.5780969797745197,4.0002364570163955,12597.327787313892,66.95603173648368,5155.109984478689,0.0
